"Project ID","6"
"Project","Payments"
"Run ID","789"
"Run","Run Release 9.6 Regression (Stage)"
"Exported at","2026-07-23T15:30:02.443Z"
"Closed","No"
"Created at","2026-07-22T17:21:45.000Z"
"Created by","Ana Paula"
"Milestone","Release 9.6"
"Started","Yes"
"Started at","2026-07-22T17:36:04.333Z"
"State","In progress"
"Tags","regression"
"Updated at","2026-07-22T17:21:52.236Z"
"Updated by","Ana Paula"
"Untested","95","73%"
"Passed","32","24%"
"Failed","0","0%"
"Retest","0","0%"
"Blocked","0","0%"
"Skipped","4","3%"

"Case ID","Test ID","Test","Result ID","Assigned to","Comment","Created at","Created by","Deleted","Deleted at","Deleted by","Description","Description","Elapsed","Estimate","Expected","Folder","Forecast","Issues","Issues (case)","Priority","State","Status","Steps (Expected)","Steps (Note)","Steps (Status)","Steps (Step)","Tags","Template","Updated at","Updated by"
"304033","1853981","Validate that POST treasury/create-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH Transaction already has a ""SettlementDate"" manually updated via query</p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","CP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST <a href=""https://stage-platform.wellfit.com/treasury/create-funding-batch"">https://stage-platform.wellfit.com/treasury/create-funding-batch</a><br />{}</p>","","Case (text)","",""
"304034","1853982","Validate that  ""FundingInstructions"" and ""SettlementDate"" are not NULL for CNP transaction in Payments  DB Table after creating FundingBatch via API","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = ExpectedDate <br />FundingInstructions = Contains FundingID<br />Status = Approved<br /><br /> </p>","CP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"304036","1853984","Validate that Payments.FundingInstructions Table contains proper co-relation of  ""FIPC-PayFac"", ""FISC-NetSettlement"" and ""Id"" against  ""fundingInstructionId"". ""PayFacFee"" and ""Amount"" values from  Platform Payments.Payments DB","","","","","","","","","","","","","<p>Values match ACH transaction an funding instructions batch</p>","CP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following queryes updating transactionId value properly<br /> </p><p>SELECT [id], [fundingInstructionId], [payFacFee], [amount] From payments.payments where transactionId = '83999403816107069'</p><p><br /> </p><p>SELECT TOP 3 * from payments.fundingInstructions order by timestamp desc</p>
<p>Observe values matching</p>","","Case (text)","",""
"304037","1853985","Validate that POST treasury/send-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH transaction already status 5 Funded, with SettlementDate and FundingInstructionsId </p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","CP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST https://stage-platform.wellfit.com/treasury/send-funding-batch<br />{}</p>","","Case (text)","",""
"304038","1853986","Validate that Payments.FundingBatches Table contains proper ""BatchFileName"" value after sending funding batch via API","","","","","","","","","","","","","<p>Get Batch File Name</p>","CP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query<br /> </p><p>SELECT * FROM Payments.FundingBatches order by requestSentTimestamp desc </p>
<p>Observe most recent value according to date when you send funding batch</p>","","Case (text)","",""
"304065","1853987","Validate that POST  CP /payments API is 200 OK","","","","","","","","","","","","","<p>Get BearerToken key</p>","CP Refund  - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST <a href=""https://stage-platform.wellfit.com/payments/authenticate"">https://stage-platform.wellfit.com/payments/authenticate</a></p><p><br /><br />{</p><p>   ""username"": ""WellfitUnifiedPaymentsAPI"",</p><p>   ""password"": ""Testing123!!W3llf1t1!""</p><p>}</p>","","Case (text)","",""
"304066","1853988","Validate that CP partial refund  can be successfully sent to the system","","","","","","","","","","","","","","CP Refund  - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute  with any amount and submerchant<br /><a href=""https://sbox-platform.wellfit.com/payments/credit-card-present/charge-card"">https://sbox-platform.wellfit.com/payments/credit-card-present/charge-card</a></p><p><br />{</p><p>//  ""subMerchantId"": ""01334270"",</p><p> //""subMerchantId"": ""A36C0000-3A32-000D-5A1D-08DD1961183D"",</p><p> //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"", //Stage -468</p><p> //""subMerchantId"": ""105ABFBF-EE77-48AD-BF89-2C8B9665DE16"", //QA -468</p><p>  //""subMerchantId"": ""1D550000-3A34-000D-889B-08D43C1753A8"", //QA -11</p><p>   //""subMerchantId"": ""159F2670-1B71-4EF6-AD30-0EBF0991E2CC"", //stage -11</p><p>  //""subMerchantId"": ""15C89B01-D2A4-48F8-9C2B-9BA1F2094076"", //Stage - Disabled Merchant</p><p>  ""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"", //Pre Prod -468</p><p>  ""amount"": 80,</p><p> ""laneId"": 1,//Ingenico</p><p> // ""laneId"": 30,//EX8000  </p><p>  ""orderId"": ""Radorder11185""</p><p> // ""metadata"": ""{\“clientData\“:\“Test Data\“}""</p><p>}</p>","","Case (text)","",""
"304067","1853989","Validate that CP partial refund is successfully stored as 'Approved' in Payments  DB","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = NULL<br />FundingInstructions = NULL<br />Status = Approved<br /><br /> </p>","CP Refund  - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /><br /><br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"304070","1853992","Validate that  CP partial refund gets ""SettlementDate""value filled via query through Payments  DB Table","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = ExpectedDate <br /><br /><br /> </p>","CP Refund  - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /> <br /> </p><p>UPDATE Payments.Payments SET SettlementDate = '2026-05-21' where transactionId = '83999403816107069'</p>
<p>Execute to see change reflected<br /><br />SELECT * From payments.payments where transactionId = '83999403816107069'</p><p><br /> </p>","","Case (text)","",""
"304068","1853990","Validate that POST treasury/create-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH Transaction already has a ""SettlementDate"" manually updated via query</p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","CP Refund  - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST <a href=""https://stage-platform.wellfit.com/treasury/create-funding-batch"">https://stage-platform.wellfit.com/treasury/create-funding-batch</a><br />{}</p>","","Case (text)","",""
"304069","1853991","Validate that  ""FundingInstructions"" and ""SettlementDate"" are not NULL for CP partial refund in Payments  DB Table after creating FundingBatch via API","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = ExpectedDate <br />FundingInstructions = Contains FundingID<br />Status = Approved<br /><br /> </p>","CP Refund  - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"304071","1853993","Validate that Payments.FundingInstructions Table contains proper co-relation of  ""FIPC-PayFac"", ""FISC-NetSettlement"" and ""Id"" against  ""fundingInstructionId"". ""PayFacFee"" and ""Amount"" values from  Platform Payments.Payments DB","","","","","","","","","","","","","<p>Values match ACH transaction an funding instructions batch</p>","CP Refund  - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following queryes updating transactionId value properly<br /> </p><p>SELECT [id], [fundingInstructionId], [payFacFee], [amount] From payments.payments where transactionId = '83999403816107069'</p><p><br /> </p><p>SELECT TOP 3 * from payments.fundingInstructions order by timestamp desc</p>
<p>Observe values matching</p>","","Case (text)","",""
"304072","1853994","Validate that POST treasury/send-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH transaction already status 5 Funded, with SettlementDate and FundingInstructionsId </p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","CP Refund  - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST https://stage-platform.wellfit.com/treasury/send-funding-batch<br />{}</p>","","Case (text)","",""
"304073","1853995","Validate that Payments.FundingBatches Table contains proper ""BatchFileName"" value after sending funding batch via API","","","","","","","","","","","","","<p>Get Batch File Name</p>","CP Refund  - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query<br /> </p><p>SELECT * FROM Payments.FundingBatches order by requestSentTimestamp desc </p>
<p>Observe most recent value according to date when you send funding batch</p>","","Case (text)","",""
"303953","1853958","Validate that POST  CNP /payments API is 200 OK","","","","","","","","","","","","","<p>Get BearerToken key</p>","CNP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST <a href=""https://stage-platform.wellfit.com/payments/authenticate"">https://stage-platform.wellfit.com/payments/authenticate</a></p><p><br /><br />{</p><p>   ""username"": ""WellfitUnifiedPaymentsAPI"",</p><p>   ""password"": ""Testing123!!W3llf1t1!""</p><p>}</p>","","Case (text)","",""
"303954","1853959","Validate that CNP Payment can be successfully sent to the system","","","","","","","","","","","","","","CNP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute  with any amount and submerchant<br /><a href=""https://stage-platform.wellfit.com/payments/credit-card/process-card"">https://stage-platform.wellfit.com/payments/credit-card/process-card</a></p><p>  ""amount"": <i>{{$randomPrice}}</i>,</p><p>  ""cvv"": ""349"",</p><p>  ""expirationDate"": ""0327"",</p><p>  ""network"": ""VI"",</p><p>  ""orderId"": ""Postman-<i>{{$randomPrice}}</i>"",</p><p>  ""payFacFee"": 0.00,</p><p>//  ""subMerchantId"": ""01334270"",</p><p>//""subMerchantId"": ""a36c0000-3a32-000d-5a1d-08dd1961183d"",</p><p> //""subMerchantId"": ""1d550000-3a34-000d-889b-08d43c1753a8"", //QA -11</p><p>//""subMerchantId"": ""105ABFBF-EE77-48AD-BF89-2C8B9665DE16"", // QA -468</p><p>""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"", // Stage -Park West - 101</p><p>//""subMerchantId"": ""159F2670-1B71-4EF6-AD30-0EBF0991E2CC"", // Stage -Redhil</p><p>//""subMerchantId"": ""3C8C0000-FF98-0003-AA5B-08D6B3AFD5A4"", // Stage -Monet</p><p>""token"": ""BB2D0000-480B-0022-FF16-08DD680F655F"", //token guid</p><p> //""token"": ""113300101080009"", //processor token</p><p>  ""zipCode"": ""33333"",</p><p>  ""metadata"": ""{\""test\"":\""12218\""}""</p><p>}</p>","","Case (text)","",""
"303955","1853960","Validate that CNP transaction is successfully stored as 'Approved' in Payments  DB","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = NULL<br />FundingInstructions = NULL<br />Status = Approved<br /><br /> </p>","CNP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /><br /><br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"303958","1853963","Validate that  CNP transaction gets ""SettlementDate""value filled via query through Payments  DB Table","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = ExpectedDate <br /><br /><br /> </p>","CNP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /> <br /> </p><p>UPDATE Payments.Payments SET SettlementDate = '2026-05-21' where transactionId = '83999403816107069'</p>
<p>Execute to see change reflected<br /><br />SELECT * From payments.payments where transactionId = '83999403816107069'</p><p><br /> </p>","","Case (text)","",""
"303956","1853961","Validate that POST treasury/create-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH Transaction already has a ""SettlementDate"" manually updated via query</p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","CNP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST <a href=""https://stage-platform.wellfit.com/treasury/create-funding-batch"">https://stage-platform.wellfit.com/treasury/create-funding-batch</a><br />{}</p>","","Case (text)","",""
"303957","1853962","Validate that  ""FundingInstructions"" and ""SettlementDate"" are not NULL for CNP transaction in Payments  DB Table after creating FundingBatch via API","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = ExpectedDate <br />FundingInstructions = Contains FundingID<br />Status = Approved<br /><br /> </p>","CNP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"303960","1853964","Validate that Payments.FundingInstructions Table contains proper co-relation of  ""FIPC-PayFac"", ""FISC-NetSettlement"" and ""Id"" against  ""fundingInstructionId"". ""PayFacFee"" and ""Amount"" values from  Platform Payments.Payments DB","","","","","","","","","","","","","<p>Values match ACH transaction an funding instructions batch</p>","CNP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following queryes updating transactionId value properly<br /> </p><p>SELECT [id], [fundingInstructionId], [payFacFee], [amount] From payments.payments where transactionId = '83999403816107069'</p><p><br /> </p><p>SELECT TOP 3 * from payments.fundingInstructions order by timestamp desc</p>
<p>Observe values matching</p>","","Case (text)","",""
"303961","1853965","Validate that POST treasury/send-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH transaction already status 5 Funded, with SettlementDate and FundingInstructionsId </p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","CNP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST https://stage-platform.wellfit.com/treasury/send-funding-batch<br />{}</p>","","Case (text)","",""
"303962","1853966","Validate that Payments.FundingBatches Table contains proper ""BatchFileName"" value after sending funding batch via API","","","","","","","","","","","","","<p>Get Batch File Name</p>","CNP Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query<br /> </p><p>SELECT * FROM Payments.FundingBatches order by requestSentTimestamp desc </p>
<p>Observe most recent value according to date when you send funding batch</p>","","Case (text)","",""
"304015","1853969","Validate that POST  CNP /payments API is 200 OK","","","","","","","","","","","","","<p>Get BearerToken key</p>","CNP Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST <a href=""https://stage-platform.wellfit.com/payments/authenticate"">https://stage-platform.wellfit.com/payments/authenticate</a></p><p><br /><br />{</p><p>   ""username"": ""WellfitUnifiedPaymentsAPI"",</p><p>   ""password"": ""Testing123!!W3llf1t1!""</p><p>}</p>","","Case (text)","",""
"304016","1853970","Validate that CNP partial refund  can be successfully sent to the system","","","","","","","","","","","","","","CNP Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute  with any amount and submerchant<br /><a href=""https://stage-platform.wellfit.com/payments/refund-transaction"">https://stage-platform.wellfit.com/payments/refund-transaction</a></p><p>{</p><p>  ""amount"": ""{{less than total transactionAmount}}""}}</p><p>  ""orderId"": ""Postman-Refund<i>{{random-order-id}}</i>"",</p><p>  ""originalTransactionId"": ""{{originalCNPTransactionId}}""</p><p>}</p>","","Case (text)","",""
"304017","1853971","Validate that CNP partial refund is successfully stored as 'Approved' in Payments  DB","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = NULL<br />FundingInstructions = NULL<br />Status = Approved<br /><br /> </p>","CNP Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /><br /><br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"304020","1853974","Validate that  CNP partial refund gets ""SettlementDate""value filled via query through Payments  DB Table","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = ExpectedDate <br /><br /><br /> </p>","CNP Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /> <br /> </p><p>UPDATE Payments.Payments SET SettlementDate = '2026-05-21' where transactionId = '83999403816107069'</p>
<p>Execute to see change reflected<br /><br />SELECT * From payments.payments where transactionId = '83999403816107069'</p><p><br /> </p>","","Case (text)","",""
"304018","1853972","Validate that POST treasury/create-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH Transaction already has a ""SettlementDate"" manually updated via query</p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","CNP Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST <a href=""https://stage-platform.wellfit.com/treasury/create-funding-batch"">https://stage-platform.wellfit.com/treasury/create-funding-batch</a><br />{}</p>","","Case (text)","",""
"304019","1853973","Validate that  ""FundingInstructions"" and ""SettlementDate"" are not NULL for CNP partial refund in Payments  DB Table after creating FundingBatch via API","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = ExpectedDate <br />FundingInstructions = Contains FundingID<br />Status = Approved<br /><br /> </p>","CNP Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"304021","1853975","Validate that Payments.FundingInstructions Table contains proper co-relation of  ""FIPC-PayFac"", ""FISC-NetSettlement"" and ""Id"" against  ""fundingInstructionId"". ""PayFacFee"" and ""Amount"" values from  Platform Payments.Payments DB","","","","","","","","","","","","","<p>Values match ACH transaction an funding instructions batch</p><p> </p><p>We should see FISD for refund in [Payments].[FundingInstructions] table when run treasury (FISD - Funding Instruction Submerchant Debit)</p>","CNP Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following queryes updating transactionId value properly<br /> </p><p>SELECT [id], [fundingInstructionId], [payFacFee], [amount] From payments.payments where transactionId = '83999403816107069'</p><p><br /> </p><p>SELECT TOP 3 * from payments.fundingInstructions order by timestamp desc</p>
<p>Observe values matching</p>","","Case (text)","",""
"304022","1853976","Validate that POST treasury/send-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH transaction already status 5 Funded, with SettlementDate and FundingInstructionsId </p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","CNP Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST https://stage-platform.wellfit.com/treasury/send-funding-batch<br />{}</p>","","Case (text)","",""
"304023","1853977","Validate that Payments.FundingBatches Table contains proper ""BatchFileName"" value after sending funding batch via API","","","","","","","","","","","","","<p>Get Batch File Name</p>","CNP Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query<br /> </p><p>SELECT * FROM Payments.FundingBatches order by requestSentTimestamp desc </p>
<p>Observe most recent value according to date when you send funding batch</p>","","Case (text)","",""
"303899","1853938","Validate that POST  /payments/authenticate API is 200 OK","","","","","","","","","","","","","<p>Get BearerToken key</p>","ACH Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST <a href=""https://stage-platform.wellfit.com/payments/authenticate"">https://stage-platform.wellfit.com/payments/authenticate</a><br /><br />{</p><p>   ""username"": ""WellfitUnifiedPaymentsAPI"",</p><p>   ""password"": ""Testing123!!W3llf1t1!""</p><p>}</p>","","Case (text)","",""
"303900","1853939","Validate that ACH Payment can be successfully sent to the system","","","","","","","","","","","","","<p>Get BearerToken key</p>","ACH Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute  with any amount and submerchant<br /><br /><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments"">https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</a><br /><br />{</p><p>  ""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"", </p><p>  ""transactionType"": ""Sale"",</p><p>  ""amount"": 90,</p><p>  ""currency"": ""USD"",</p><p>  ""orderId"": ""ORD-2025-033"",</p><p>  ""orderIdType"": ""Invoice"",</p><p>  ""paymentMethod"": {</p><p>    ""type"": ""Ach"",</p><p>    ""ach"": {</p><p>       ""token"": ""86620000-05d5-2235-d31a-08de9b0feb51"",</p><p>        ""secCode"": ""WEB"",</p><p><br /> </p><p>       //ACH payment raw details - token stored in TokenVault.BankAccountTokens,</p><p>        ""authorization"": {</p><p>            ""AuthorizationType"": ""VERBAL_IN_PERSON"",</p><p>            ""AuthorizationDate"": ""2026-04-06T09:15:00-05:00"",</p><p>            ""AuthorizationReference"": ""VISIT-20260406-DB"",</p><p>            ""SignedAuthorizationOnFile"": null,</p><p>            ""AuthorizingUserId"": ""front-desk-02"",</p><p>            ""DisclosureConfirmed"": true</p><p>        }</p><p>    }</p><p>  },</p><p>  ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p>","","Case (text)","",""
"303906","1853940","Validate that ACH transaction is successfully stored as status 3 'Approved' in Payments and Platform DB Tables","","","","","","","","","","","","","<p>Payments DB<br /><br />StatusId = 3 'Approved' for ACH transaction<br />SettlementDate = NULL<br />FundedDate = NULL<br /><br />Platform DB<br /><br />SettlementDate = NULL<br />FundingInstructions = NULL<br />Status = Approved<br /><br /> </p>","ACH Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following querys in Payments DB, changing the paymentTransactionId properly<br /><br /><br />SELECT TOP 5* From Payments.PaymentRequests where paymentTransactionId = '01KS5SA4WQ2B7K302W50A5DN6C'</p><p> </p><p>SELECT TOP 5* FROM Transactions.PaymentTransactionHistory where PaymentTransactionId = '2113c14b-e3dd-4e8a-8fd3-7bc0c98cde0c' order by entityCreatedAt DESC</p><p><br /> </p><p>SELECT *   FROM [Transactions].[PaymentTransaction] where PaymentTransactionId = '01KS5SA4WQ2B7K302W50A5DN6C'</p>
<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /><br /><br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"303909","1853943","Validate that  ACH transaction gets ""SettlementDate""value filled via query through Payments  DB Table","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = ExpectedDate <br /><br /><br /> </p>","ACH Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /> <br /> </p><p>UPDATE Payments.Payments SET SettlementDate = '2026-05-21' where transactionId = '83999403816107069'</p>
<p>Execute to see change reflected<br /><br />SELECT * From payments.payments where transactionId = '83999403816107069'</p><p><br /> </p>","","Case (text)","",""
"303907","1853941","Validate that POST treasury/create-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH Transaction already has a ""SettlementDate"" manually updated via query</p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","ACH Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST <a href=""https://stage-platform.wellfit.com/treasury/create-funding-batch"">https://stage-platform.wellfit.com/treasury/create-funding-batch</a><br />{}</p>","","Case (text)","",""
"303908","1853942","Validate that  ""FundingInstructions"" and ""SettlementDate"" are not NULL for ACH transactionid in Payments  DB Table after creating FundingBatch via API","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = ExpectedDate <br />FundingInstructions = Contains FundingID<br />Status = Approved<br /><br /> </p>","ACH Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"303915","1853945","Validate that Payments.FundingInstructions Table contains proper co-relation of  ""FIPC-PayFac"", ""FISC-NetSettlement"" and ""Id"" against  ""fundingInstructionId"". ""PayFacFee"" and ""Amount"" values from  Platform Payments.Payments DB","","","","","","","","","","","","","<p>Values match ACH transaction an funding instructions batch</p>","ACH Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following queryes updating transactionId value properly<br /> </p><p>SELECT [id], [fundingInstructionId], [payFacFee], [amount] From payments.payments where transactionId = '83999403816107069'</p><p><br /> </p><p>SELECT TOP 3 * from payments.fundingInstructions order by timestamp desc</p>
<p>Observe values matching</p>","","Case (text)","",""
"303914","1853944","Validate that ACH transaction is successfully stored as status 5 'Funded' in Payments DB Tables","","","","","","","","","","","","","<p>Payments DB<br /><br />StatusId = 5 'Funded' for ACH transaction<br />SettlementDate = previously manual update<br />FundedDate = NULL<br /><br /><br /> </p>","ACH Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following querys in Payments DB, changing the paymentTransactionId properly<br /><br /><br />SELECT TOP 5* From Payments.PaymentRequests where paymentTransactionId = '01KS5SA4WQ2B7K302W50A5DN6C'</p><p> </p><p>SELECT TOP 5* FROM Transactions.PaymentTransactionHistory where PaymentTransactionId = '2113c14b-e3dd-4e8a-8fd3-7bc0c98cde0c' order by entityCreatedAt DESC</p><p><br /> </p><p>SELECT *   FROM [Transactions].[PaymentTransaction] where PaymentTransactionId = '01KS5SA4WQ2B7K302W50A5DN6C'</p>
<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /><br /><br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"303916","1853946","Validate that POST treasury/send-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH transaction already status 5 Funded, with SettlementDate and FundingInstructionsId </p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","ACH Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST https://stage-platform.wellfit.com/treasury/send-funding-batch<br />{}</p>","","Case (text)","",""
"303917","1853947","Validate that Payments.FundingBatches Table contains proper ""BatchFileName"" value after sending funding batch via API","","","","","","","","","","","","","<p>Get Batch File Name</p>","ACH Payment - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query<br /> </p><p>SELECT * FROM Payments.FundingBatches order by requestSentTimestamp desc </p>
<p>Observe most recent value according to date when you send funding batch</p>","","Case (text)","",""
"303923","1853948","Validate that POST  /payments/authenticate API is 200 OK","","","","","","","","","","","","","<p>Get BearerToken key</p>","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST <a href=""https://stage-platform.wellfit.com/payments/authenticate"">https://stage-platform.wellfit.com/payments/authenticate</a><br /><br />{</p><p>   ""username"": ""WellfitUnifiedPaymentsAPI"",</p><p>   ""password"": ""Testing123!!W3llf1t1!""</p><p>}</p>","","Case (text)","",""
