"Case ID","Case","Configurations","Created at","Created by","Description","Description","Estimate","Expected","Folder","Forecast","Issues","Priority","State","Status (latest)","Status date","Steps (Expected)","Steps (Step)","Tags","Template","Updated at","Updated by"
"186409","Validate that Routing Number returned by the API is accurate","","2026-02-10T19:10:44.219Z","Ana Paula","","","","<p>Routing number matches database value exactly.</p>","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:53:35.702Z","","<p>Retrieve transaction from API.</p>
<p>Capture Routing Number.</p>
<p>Compare to bank routing number stored in database.</p>","","Case (text)","",""
"186410","Validate that Amount returned by the API is accurate","","2026-02-10T19:13:15.889Z","Ana Paula","","","","<p>Amount matches database record exactly (e.g., $150.00).</p>","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:53:37.719Z","","<p>Call API for known transaction.</p>
<p>Capture Amount field.</p>
<p>Compare with transaction amount in ledger table.</p>","","Case (text)","",""
"186411","Validate that Authorization Type returned by the API is accurate","","2026-02-10T19:13:52.076Z","Ana Paula","","","","<ul><li>Value is one of {Written, Oral, Electronic}</li><li>Matches stored authorization method.</li></ul>","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:53:40.552Z","","<p>Retrieve transaction.</p>
<p>Capture Authorization Type.</p>
<p>Compare with authorization records.</p>","","Case (text)","",""
"186412","Validate that Authorization Date returned by the API is accurate","","2026-02-10T19:14:25.806Z","Ana Paula","","","","<p>Date matches stored authorization capture date.</p>","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:53:42.457Z","","<p>Call API for transaction.</p>
<p>Capture Authorization Date.</p>
<p>Validate against authorization table.</p>","","Case (text)","",""
"186413","Validate that Authorization Reference returned by the API is accurate","","2026-02-10T19:15:36.210Z","Ana Paula","","","","<p>Reference ID or link matches database value (e.g., AUTH-PDF-2025-0032).</p>","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:53:45.280Z","","<p>Retrieve transaction via API.</p>
<p>Capture Authorization Reference.</p>
<p>Compare to stored proof of authorization reference.</p>","","Case (text)","2026-02-10T19:18:27.389Z","Ana Paula"
"186414","Validate that Settlement Date returned by the API is accurate","","2026-02-10T19:19:08.659Z","Ana Paula","","","","<p>Settlement date returned by API matches actual posted settlement date.</p>","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:53:47.397Z","","<p>Call API for a settled transaction.</p>
<p>Capture Settlement Date.</p>
<p>Verify against settlement processing table.</p>","","Case (text)","",""
"186426","Validate that, API gets not found transaction error handling","","2026-02-11T15:14:37.282Z","Ana Paula","","","","","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:53:49.866Z","","","","Case (text)","",""
"186427","Validate that, API gets invalid page size error handling","","2026-02-11T15:14:48.797Z","Ana Paula","","","","","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:53:52.768Z","","","","Case (text)","",""
"186428","Validate that, API gets date range out of scope error handling","","2026-02-11T15:19:24.618Z","Ana Paula","","","","","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:53:55.148Z","","","","Case (text)","",""
"186429","Validate that, API gets invalid trace number error handling","","2026-02-11T15:19:44.740Z","Ana Paula","","","","","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:53:57.584Z","","","","Case (text)","",""
"186430","Validate that, API gets missing token error handling","","2026-02-11T15:19:53.404Z","Ana Paula","","","","","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:53:59.978Z","","","","Case (text)","",""
"186431","Validate that, API gets invalid token error handling","","2026-02-11T15:20:04.457Z","Ana Paula","","","","","PAY-3014 Expose ACH Transaction Details via API","","","Normal","Active","Passed","2026-02-25T20:54:02.334Z","","","","Case (text)","",""
"186655","Validate that a transaction record is created when Worldpay returns a decline response","","2026-02-19T19:01:36.381Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Valid eCheck payment request event</li><li>Worldpay test script configured</li><li>Worldpay configured to return Decline response</li></ul>","","","<ul><li>Transaction record is created in database.</li><li>Transaction contains correct payment details.</li><li>Worldpay response data is persisted.</li></ul>","PAY-2799 Declined - Transaction Lifecyle State","","PAY-2799","Normal","Active","Passed","2026-03-11T18:11:28.646Z","","<p>Submit valid eCheck payment request from event script</p>
<p>Payments submits authorization request to Worldpay</p>
<p>Worldpay returns Declined response</p>","","Case (text)","2026-03-09T16:55:51.011Z","Ana Paula"
"186656","Validate that transaction status transitions to T_Status = Declined when Worldpay declines the payment","","2026-02-19T19:02:21.211Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Valid eCheck request</li><li>Worldpay configured to return Decline</li></ul>","","","<ul><li>T_Status = Declined.</li><li>Status update occurs immediately after response.</li><li>No intermediate status remains active.</li></ul>","PAY-2799 Declined - Transaction Lifecyle State","","PAY-2799","Normal","Active","Passed","2026-03-11T18:11:31.179Z","","<p>Submit payment.</p>
<p>Capture Worldpay decline response.</p>
<p>Verify transaction status in database.</p>","","Case (text)","2026-02-19T19:07:45.673Z","Ana Paula"
"186657","Validate that declined status and timestamp are logged when Worldpay declines the transaction","","2026-02-19T19:02:52.433Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Logging service enabled</li><li>Worldpay decline response triggered</li></ul>","","","<ul><li>Log entry created.</li><li>Log contains:<ul><li>Transaction ID</li><li>Status = Declined</li><li>Timestamp</li><li>Worldpay response code/message</li></ul></li><li>Timestamp matches system time.</li></ul>","PAY-2799 Declined - Transaction Lifecyle State","","PAY-2799","Normal","Active","Passed","2026-03-11T18:11:38.898Z","","<p>Submit valid payment.</p>
<p>Receive decline response.</p>
<p>Inspect logs.</p>","","Case (text)","2026-02-19T19:07:45.673Z","Ana Paula"
"186658","Validate that only valid eCheck requests are submitted for authorization","","2026-02-19T19:03:22.583Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Valid and invalid eCheck payloads available</li></ul>","","","<ul><li>Valid request proceeds to Worldpay.</li><li>Invalid request is rejected before submission.</li></ul>","PAY-2799 Declined - Transaction Lifecyle State","","PAY-2799","Normal","Active","Skipped","2026-03-11T18:11:54.495Z","","<p>Submit valid payload → expect processing.</p>
<p>Submit invalid payload → expect validation error.</p>","","Case (text)","2026-02-19T19:07:45.673Z","Ana Paula"
"186659","Validate that no funding action is initiated when transaction status is Declined","","2026-02-19T19:03:54.337Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction exists with T_Status = Declined</li></ul>","","","<ul><li>No funding API calls executed.</li><li>No ledger entries created.</li><li>No ACH file generated.</li></ul>","PAY-2799 Declined - Transaction Lifecyle State","","PAY-2799","Normal","Active","Skipped","2026-03-11T18:12:04.337Z","","<p>Trigger post-authorization processing</p>
<p>Monitor funding service calls.</p>","","Case (text)","2026-02-19T19:07:45.673Z","Ana Paula"
"186660","Validate that no settlement action is initiated for a declined transaction","","2026-02-19T19:04:18.205Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction in Declined state</li></ul>","","","<ul><li>Transaction is not included in settlement batch.</li><li>No settlement record created.</li></ul>","PAY-2799 Declined - Transaction Lifecyle State","","PAY-2799","Normal","Active","Skipped","2026-03-11T18:12:06.798Z","","<p>Execute settlement batch process.</p>
<p>Review settlement queue.</p>","","Case (text)","2026-02-19T19:07:45.673Z","Ana Paula"
"186661","Validate that the transaction lifecycle ends at Declined status","","2026-02-19T19:04:44.340Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Declined transaction recorded</li></ul>","","","<ul><li>No further status transitions occur.</li><li>Final status remains Declined.</li><li>Transaction marked as terminal state (if applicable flag exists).</li></ul>","PAY-2799 Declined - Transaction Lifecyle State","","PAY-2799","Normal","Active","Passed","2026-03-11T18:12:11.169Z","","<p>Monitor transaction state transitions.</p>
<p>Wait for lifecycle processing completion.</p>","","Case (text)","2026-02-19T19:07:45.673Z","Ana Paula"
"186662","Validate that a decline event is published when a transaction is declined","","2026-02-19T19:05:19.117Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Worldpay decline simulated</li></ul>","","","<p><strong>Expected Results:</strong></p><ul><li>Event published to correct topic/queue.</li><li>Event payload contains:<ul><li>Transaction ID</li><li>Status = Declined</li><li>Decline reason code</li><li>Timestamp</li><li>Worldpay reference ID</li></ul></li></ul>","PAY-2799 Declined - Transaction Lifecyle State","","PAY-2799","Normal","Active","Passed","2026-03-11T18:12:14.682Z","","<p>Submit valid eCheck.</p>
<p>Trigger decline response.</p>
<p>Inspect event.</p>","","Case (text)","2026-02-19T19:07:45.673Z","Ana Paula"
"186663","Validate that the decline event contains accurate response details from Worldpay","","2026-02-19T19:05:53.365Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Known Worldpay decline reason</li></ul>","","","<ul><li>Decline code matches Worldpay response.</li><li>Response message is accurate.</li><li>No data truncation or corruption.</li></ul>","PAY-2799 Declined - Transaction Lifecyle State","","PAY-2799","Normal","Active","Passed","2026-03-11T18:12:19.750Z","","<p>Submit request.</p>
<p>Capture published event.</p>
<p>Compare payload to Worldpay response.</p>","","Case (text)","2026-02-19T19:07:45.673Z","Ana Paula"
"186664","Validate that Payment Management consumes the declined event successfully","","2026-02-19T19:06:31.503Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Decline event published</li></ul>","","","<ul><li>Event is consumed.</li><li>No retry or dead-letter scenario triggered.</li><li>Acknowledgment sent to broker.</li></ul>","PAY-2799 Declined - Transaction Lifecyle State","","PAY-2799","Normal","Active","Passed","2026-03-11T18:12:25.398Z","","<p>Monitor Payment Management event listener.</p>
<p>Verify message consumption.</p>","","Case (text)","2026-02-19T19:07:45.673Z","Ana Paula"
"186665","Validate that duplicate decline events do not cause duplicate status updates","","2026-02-19T19:07:00.638Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Decline event already processed</li></ul>","","","<p><strong>Expected Results:</strong></p><ul><li>Idempotent handling.</li><li>No duplicate logs.</li><li>No status change.</li><li>No duplicate notifications.</li></ul>","PAY-2799 Declined - Transaction Lifecyle State","","PAY-2799","Normal","Active","Passed","2026-03-11T18:12:58.443Z","","<p>Replay same decline event.</p>
<p>Monitor system behavior.</p>","","Case (text)","2026-02-19T19:07:45.673Z","Ana Paula"
"186913","Validate that an approved eCheck authorization creates a transaction record and sets status to Approved","","2026-02-23T22:22:18.076Z","Ana Paula","<p><strong>AC1 – Transaction Submission and Authorization Approval</strong></p><p>Given a valid eCheck payment request is received<br />When the Payments Platform submits to Worldpay and receives approval<br />Then the transaction record is created<br />And transitions to T_Status = Approved<br />And status and timestamp are logged</p><p> </p><h3><strong>Preconditions:</strong></h3><ul><li>A valid eCheck payment request payload exists (valid routing number, account number, amount, etc.).</li><li>Worldpay authorization endpoint is reachable.</li><li>Worldpay is configured to return an approval response.</li><li>Database access is available to verify transaction records.</li></ul>","","","<ul><li>A transaction record is created in the system.</li><li>Transaction status is set to <code>Approved</code>.</li><li>Status timestamp is recorded.</li><li>Status change is logged.</li><li>Persisted status matches Worldpay approval response.</li></ul>","PAY-2798 Approved - Transaction Life cycle","","PAY-2798","Normal","Active","Passed","2026-03-11T18:16:26.591Z","","<p>Submit a valid eCheck payment request from the front end.</p>
<p>Verify the request is sent to Worldpay for authorization.</p>
<p>Simulate or confirm an approval response from Worldpay.</p>
<p>Retrieve the transaction from the database or via API.</p>
<p>Inspect the Transaction Status table.</p>","","Case (text)","2026-02-23T22:29:43.185Z","Ana Paula"
"186914","Validate that transaction status and timestamp are accurately logged upon approval","","2026-02-23T22:25:00.588Z","Ana Paula","<p><strong>AC1 – Transaction Submission and Authorization Approval</strong></p>","","","<ul><li>Transaction Status table contains:<ul><li>Status = Approved</li><li>Accurate timestamp of authorization event</li></ul></li><li>Logs include:<ul><li>Authorization success message</li><li>Status transition entry</li><li>Timestamp aligned with database record</li></ul></li></ul>","PAY-2798 Approved - Transaction Life cycle","","PAY-2798","Normal","Active","Passed","2026-03-11T18:16:28.732Z","","<p>Submit valid eCheck request.</p>
<p>Wait for approval response.</p>
<p>Query Transaction Status table.</p>
<p>Review application/system logs.</p>","","Case (text)","2026-02-23T22:29:43.185Z","Ana Paula"
"186915","Validate that no transaction is marked Approved if Worldpay authorization fails","","2026-02-23T22:26:00.411Z","Ana Paula","<p>AC1 – Transaction Submission and Authorization Approval</p><h3><strong>Preconditions:</strong></h3><ul><li>Valid eCheck payment request.</li><li>Worldpay is configured to return a decline or error response.</li></ul>","","","<ul><li>Transaction record is created (if design requires creation on submission).</li><li>Status is NOT <code>Approved</code>.</li><li>Status reflects correct failure state (e.g., Declined or Failed).</li><li>Status and timestamp are logged.</li><li>No incorrect approval occurs.</li></ul>","PAY-2798 Approved - Transaction Life cycle","","PAY-2798","Normal","Active","Passed","2026-03-11T18:16:31.039Z","","<p>Submit valid eCheck request.</p>
<p>Simulate Worldpay decline response.</p>
<p>Retrieve transaction record.</p>
<p>Inspect status field.</p>","","Case (text)","2026-02-23T22:29:43.185Z","Ana Paula"
"186916","Validate that receiving an ACH lifecycle event updates the Transaction Status table","","2026-02-23T22:27:02.464Z","Ana Paula","<p><strong>AC2 – Event-Driven Transaction Status Persistence</strong></p><p>When a transaction lifecycle event is received<br />Then the system updates the Transaction Status table<br />And persists new lifecycle state and timestamp<br />And persisted status is the source of truth</p><p> </p><h3><strong>Preconditions:</strong></h3><ul><li>An ACH transaction exists in the system.</li><li>Event listener/service is active.</li><li>A lifecycle event payload is available (e.g., Settled, Returned).</li></ul>","","","<ul><li>Transaction Status table is updated with:<ul><li>New lifecycle state</li><li>Accurate timestamp</li></ul></li><li>API retrieval reflects updated persisted status.</li><li>Database value matches API response (source of truth).</li></ul>","PAY-2798 Approved - Transaction Life cycle","","PAY-2798","Normal","Active","Passed","2026-03-11T18:16:32.939Z","","<p>Send an ACH lifecycle event </p>
<p>Confirm event is consumed successfully.</p>
<p>Query the Transaction Status table.</p>
<p>Retrieve transaction status via API.</p>","","Case (text)","2026-02-23T22:29:43.185Z","Ana Paula"
"186917","Validate that multiple lifecycle events update transaction status sequentially with correct timestamps","","2026-02-23T22:28:07.020Z","Ana Paula","<p>AC2 – Event-Driven Transaction Status Persistence</p><p> </p><h3><strong>Preconditions:</strong></h3><ul><li>An ACH transaction exists.</li><li>Multiple lifecycle events are available (e.g., Approved → Settled → Returned).</li></ul>","","","<ul><li>Each lifecycle event updates Transaction Status table.</li><li>Timestamps reflect order of events.</li><li>Latest lifecycle state is persisted.</li><li>API returns the most recently persisted state.</li></ul>","PAY-2798 Approved - Transaction Life cycle","","PAY-2798","Normal","Active","Passed","2026-03-11T18:16:34.646Z","","<p>Send first lifecycle event</p>
<p>Verify status update and timestamp.</p>
<p>Send second lifecycle event</p>
<p>Verify updated status and timestamp</p>
<p>Retrieve transaction via API.</p>","","Case (text)","2026-02-23T22:29:43.185Z","Ana Paula"
"186918","Validate that receiving an invalid ACH lifecycle event does not corrupt transaction status","","2026-02-23T22:29:21.169Z","Ana Paula","<h3><strong>Preconditions:</strong></h3><ul><li>A valid ACH transaction exists.</li><li>An invalid lifecycle event payload is prepared (invalid state or malformed structure).</li></ul>","","","<ul><li>Event is rejected or logged as error.</li><li>Transaction Status table remains unchanged.</li><li>No invalid lifecycle state is persisted.</li><li>Error is logged for troubleshooting.</li></ul>","PAY-2798 Approved - Transaction Life cycle","","PAY-2798","Normal","Active","Passed","2026-03-11T18:16:36.488Z","","<p>Send malformed or invalid lifecycle event.</p>
<p>Monitor event processing.</p>
<p>Inspect Transaction Status table.</p>","","Case (text)","2026-02-23T22:29:43.185Z","Ana Paula"
"186666","Validate that a transaction record is created when Worldpay returns an approval response","","2026-02-19T19:09:44.429Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Valid eCheck payment payload</li><li>Worldpay configured to return Approval</li></ul>","","","<ul><li>Transaction record is created in database.</li><li>Transaction contains:<ul><li>Transaction ID</li><li>Payment details</li><li>Worldpay reference ID</li><li>Approval response data</li></ul></li></ul>","PAY-2801 ( Approved → Returned )","","PAY-2801","Normal","Active","Passed","2026-03-11T18:13:30.127Z","","<p>Submit valid eCheck request from API</p>
<p>Payments Platform submits authorization to Worldpay.</p>
<p>Worldpay returns Approved response.</p>","","Case (text)","2026-02-19T19:15:30.744Z","Ana Paula"
"186667","Validate that transaction transitions to T_Status = Approved upon receiving approval","","2026-02-19T19:10:11.155Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Valid payment request</li><li>Approval response from Worldpay</li></ul>","","","<ul><li>T_Status = Approved.</li><li>No intermediate incorrect status.</li><li>Status transition occurs immediately after response receipt.</li></ul>","PAY-2801 ( Approved → Returned )","","PAY-2801","Normal","Active","Passed","2026-03-11T18:13:32.076Z","","<p>Submit payment.</p>
<p>Capture approval response.</p>
<p>Query transaction record.</p>","","Case (text)","2026-02-19T19:15:30.744Z","Ana Paula"
"186668","Validate that Approved status and timestamp are logged correctly","","2026-02-19T19:10:37.459Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Logging enabled</li></ul>","","","<ul><li>Log entry created.</li><li>Log contains:<ul><li>Transaction ID</li><li>Status = Approved</li><li>Timestamp</li><li>Worldpay approval code</li></ul></li><li>Timestamp matches system processing time.</li></ul>","PAY-2801 ( Approved → Returned )","","PAY-2801","Normal","Active","Passed","2026-03-11T18:13:34.293Z","","<p>Submit payment and receive approval.</p>
<p>Inspect system logs.</p>","","Case (text)","2026-02-19T19:15:30.744Z","Ana Paula"
"186669","Validate that transaction transitions from Approved to Returned upon receiving a return notification","","2026-02-19T19:11:26.820Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction exists with T_Status = Approved</li><li>Simulated return notification available</li></ul>","","","<ul><li>T_Status transitions from Approved → Returned.</li><li>Transition occurs only once.</li><li>Status change recorded in system.</li></ul>","PAY-2801 ( Approved → Returned )","","PAY-2801","Normal","Active","Passed","2026-03-11T18:13:37.102Z","","<p>Send return notification from Worldpay/bank.</p>
<p>Process notification.</p>
<p>Query transaction record.</p>","","Case (text)","2026-02-19T19:15:30.744Z","Ana Paula"
"186670","Validate that previous status, new status, and timestamp are logged during status transition","","2026-02-19T19:11:59.152Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction in Approved state</li><li>Return notification received</li></ul>","","","<ul><li>Log entry includes:<ul><li>Transaction ID</li><li>Previous Status = Approved</li><li>New Status = Returned</li><li>Timestamp of change</li><li>Return reason code (if provided)</li></ul></li><li>Audit trail maintained.</li></ul>","PAY-2801 ( Approved → Returned )","","PAY-2801","Normal","Active","Passed","2026-03-11T18:13:39.714Z","","<p>Process return notification.</p>
<p>Inspect audit logs.</p>","","Case (text)","2026-02-19T19:15:30.744Z","Ana Paula"
"186671","Validate that return reason codes and bank reference details are stored correctly","","2026-02-19T19:12:25.100Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Return notification includes reason code</li></ul>","","","<ul><li>Return reason code saved accurately.</li><li>Bank reference number stored.</li><li>No data truncation or corruption.</li></ul>","PAY-2801 ( Approved → Returned )","","PAY-2801","Normal","Active","Passed","2026-03-11T18:13:43.009Z","","<p>Submit approved transaction.</p>
<p>Trigger return with known reason code.</p>
<p>Inspect database record.</p>","","Case (text)","2026-02-19T19:15:30.744Z","Ana Paula"
"186672","Validate that duplicate return notifications are handled idempotently","","2026-02-19T19:12:46.332Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction already marked as Returned</li></ul>","","","<ul><li>No duplicate status update.</li><li>No duplicate logs.</li><li>No lifecycle re-trigger.</li><li>Event safely acknowledged.</li></ul>","PAY-2801 ( Approved → Returned )","","PAY-2801","Normal","Active","Passed","2026-03-11T18:13:48.220Z","","<p>Replay same return notification.</p>
<p>Monitor processing behavior.</p>","","Case (text)","2026-02-19T19:15:30.744Z","Ana Paula"
"186673","Validate that return notification received for non-Approved transaction is handled correctly","","2026-02-19T19:13:11.196Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction in Declined or Pending state</li></ul>","","","<ul><li>System rejects invalid transition OR logs error.</li><li>No invalid state transition occurs.</li><li>Proper exception handling logged.</li></ul>","PAY-2801 ( Approved → Returned )","","PAY-2801","Normal","Active","Passed","2026-03-11T18:13:51.827Z","","<p>Send return notification for this transaction.</p>
<p>Monitor system behavior.</p>","","Case (text)","2026-02-19T19:15:30.744Z","Ana Paula"
"186674","Validate that transaction remains in T_Status = Returned after return is recorded","","2026-02-19T19:13:30.586Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction marked as Returned</li></ul>","","","<ul><li>Status remains Returned.</li><li>No further automatic transitions occur.</li></ul>","PAY-2801 ( Approved → Returned )","","PAY-2801","Normal","Active","Passed","2026-03-11T18:13:54.343Z","","<p>Wait for lifecycle processing jobs to execute</p>
<p>Query transaction record.</p>","","Case (text)","2026-02-19T19:15:30.744Z","Ana Paula"
"186675","Validate that no funding or settlement processing occurs after transaction is Returned","","2026-02-19T19:14:26.220Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction in Returned state</li></ul>","","","<ul><li>No funding action initiated.</li><li>No settlement record created.</li><li>No ACH file generated.</li><li>Transaction excluded from reconciliation settlement batch.</li></ul>","PAY-2801 ( Approved → Returned )","","PAY-2801","Normal","Active","Skipped","2026-03-11T18:14:01.777Z","","<p>Execute funding job.</p>
<p>Execute settlement batch.</p>
<p>Monitor downstream systems.</p>","","Case (text)","2026-02-19T19:15:30.744Z","Ana Paula"
"186676","Validate that lifecycle ends at Returned stage","","2026-02-19T19:14:50.019Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction marked as Returned</li></ul>","","","<ul><li>Returned marked as terminal status.</li><li>No further processing flags active.</li><li>Transaction eligible only for reconciliation/reporting.</li></ul>","PAY-2801 ( Approved → Returned )","","PAY-2801","Normal","Active","Passed","2026-03-11T18:14:04.976Z","","<p>Monitor transaction state machine.</p>
<p>Verify terminal state indicator (if applicable).</p>","","Case (text)","2026-02-19T19:15:30.744Z","Ana Paula"
"186919","Validate that an Approved transaction transitions to Funded when settlement file confirms funds received","","2026-02-23T22:33:55.545Z","Ana Paula","<p><strong>AC1 – Transition to Funded</strong></p><p>Given T_Status = Approved<br />When funds are received (confirmed via settlement file)<br />Then transaction transitions to Funded<br />And system logs previous status, new status, and timestamp</p><p> </p><h3><strong>Preconditions:</strong></h3><ul><li>A transaction exists with <code>T_Status = Approved</code>.</li><li>A valid settlement file from Worldpay is available.</li><li>The settlement file contains a record confirming funds received for the transaction.</li><li>File ingestion service is operational.</li></ul>","","","<ul><li>Transaction status transitions from <code>Approved</code> → <code>Funded</code>.</li><li>Transaction Status table logs:<ul><li>Previous Status: Approved</li><li>New Status: Funded</li><li>Accurate timestamp of transition</li></ul></li><li>No duplicate status entries are created.</li><li>Logs confirm successful funding event.</li></ul>","PAY-2838  Funding & Settlement ( Approved -> Funded → Settled)","","PAY-2838","Normal","Active","Passed","2026-03-11T18:15:59.685Z","","<p>Upload/process the settlement file containing the Approved transaction.</p>
<p>Confirm the system successfully parses and validates the file.</p>
<p>Retrieve the transaction record from the database.</p>
<p>Check the Transaction Status history table.</p>","","Case (text)","2026-02-23T22:40:14.151Z","Ana Paula"
"186920","Validate that only Approved transactions transition to Funded when settlement file is processed","","2026-02-23T22:34:44.116Z","Ana Paula","<p>AC1 – Transition to Funded</p><p> </p><h3><strong>Preconditions:</strong></h3><ul><li>One transaction exists with <code>T_Status = Approved</code>.</li><li>One transaction exists with <code>T_Status = Declined</code> (or other non-approved status).</li><li>Settlement file includes both transactions.</li></ul>","","","<ul><li>Approved transaction transitions to <code>Funded</code>.</li><li>Non-approved transaction does NOT transition.</li><li>System logs only valid funding transition.</li><li>No invalid status changes occur.</li></ul>","PAY-2838  Funding & Settlement ( Approved -> Funded → Settled)","","PAY-2838","Normal","Active","Passed","2026-03-11T18:16:02.033Z","","<p>Process settlement file.</p>
<p>Retrieve both transactions from the database.</p>","","Case (text)","2026-02-23T22:40:14.151Z","Ana Paula"
"186921","Validate that a transaction does not transition to Funded if settlement file confirmation is missing","","2026-02-23T22:35:31.869Z","Ana Paula","<h3><strong>Preconditions:</strong></h3><ul><li>A transaction exists with <code>T_Status = Approved</code>.</li><li>Settlement file does NOT contain confirmation for that transaction.</li></ul>","","","<ul><li>Transaction remains in <code>Approved</code> status.</li><li>No Funded status entry is created.</li><li>No incorrect logs are generated.</li></ul>","PAY-2838  Funding & Settlement ( Approved -> Funded → Settled)","","PAY-2838","Normal","Active","Passed","2026-03-11T18:16:04.238Z","","<p>Process settlement file.</p>
<p>Retrieve transaction record.</p>","","Case (text)","2026-02-23T22:40:14.151Z","Ana Paula"
"186922","Validate that a Funded transaction transitions to Settled upon successful merchant settlement confirmation","","2026-02-23T22:36:42.464Z","Ana Paula","<p><strong>AC2 – Transition to Settled (Funded → Settled)</strong></p><p>Given T_Status = Funded<br />When settlement confirmation with batch ID is received<br />Then transaction transitions to Settled<br />And logs previous status, new status, timestamp</p><p> </p><h3><strong>Preconditions:</strong></h3><ul><li>Transaction exists with <code>T_Status = Funded</code>.</li><li>Funding instructions are successfully sent to Worldpay.</li><li>Worldpay returns settlement confirmation with valid batch ID.</li></ul>","","","<ul><li>Transaction transitions from <code>Funded</code> → <code>Settled</code>.</li><li>Transaction Status table logs:<ul><li>Previous Status: Funded</li><li>New Status: Settled</li><li>Timestamp</li><li>Batch ID stored (if applicable).</li></ul></li><li>Settlement confirmation is logged.</li></ul>","PAY-2838  Funding & Settlement ( Approved -> Funded → Settled)","","PAY-2838","Normal","Active","Passed","2026-03-11T18:16:06.708Z","","<p>Trigger merchant settlement process.</p>
<p>Simulate or confirm settlement confirmation response including batch ID.</p>
<p>Retrieve transaction record.</p>
<p>Inspect Transaction Status history.</p>","","Case (text)","2026-02-23T22:40:14.151Z","Ana Paula"
"186923","Validate that settlement confirmation includes batch ID and is persisted with status update","","2026-02-23T22:37:23.575Z","Ana Paula","<h3><strong>Preconditions:</strong></h3><ul><li>Transaction exists with <code>T_Status = Funded</code>.</li><li>Settlement confirmation includes valid batch ID.</li></ul>","","","<ul><li>Status transitions to <code>Settled</code>.</li><li>Batch ID is stored in database.</li><li>Timestamp of settlement is logged.</li><li>Data matches confirmation response.</li></ul>","PAY-2838  Funding & Settlement ( Approved -> Funded → Settled)","","PAY-2838","Normal","Active","Passed","2026-03-11T18:16:11.197Z","","<p>Process settlement confirmation response.</p>
<p>Query transaction record and related settlement metadata.</p>","","Case (text)","2026-02-23T22:40:14.151Z","Ana Paula"
"186924","Validate that a transaction does not transition to Settled if settlement confirmation fails","","2026-02-23T22:38:12.763Z","Ana Paula","<h3><strong>Preconditions:</strong></h3><ul><li>Transaction exists with <code>T_Status = Funded</code>.</li><li>Settlement process returns failure or no confirmation.</li></ul>","","","<ul><li>Transaction remains in <code>Funded</code> status.</li><li>No transition to <code>Settled</code>.</li><li>Error is logged.</li><li>No incorrect status entry is created.</li></ul>","PAY-2838  Funding & Settlement ( Approved -> Funded → Settled)","","PAY-2838","Normal","Active","Passed","2026-03-11T18:16:15.851Z","","<p>Trigger merchant settlement process.</p>
<p>Simulate failed confirmation or missing batch ID.</p>
<p>Retrieve transaction record.</p>","","Case (text)","2026-02-23T22:40:14.151Z","Ana Paula"
